"rgn_id","val_num","layer"
113,0.597101835217476,"alien_species"
121,0.597101835217476,"alien_species"
119,0.5,"alien_species"
120,0.5,"alien_species"
122,0.5,"alien_species"
123,0.5,"alien_species"
124,0.75,"alien_species"
125,0.5,"alien_species"
126,0.5,"alien_species"
127,0.625,"alien_species"
249,0.597101835217476,"alien_species"
245,0.597101835217476,"alien_species"
220,0.597101835217476,"alien_species"
244,0.597101835217476,"alien_species"
250,0.597101835217476,"alien_species"
248,0.597101835217476,"alien_species"
129,0.75,"alien_species"
130,0.75,"alien_species"
131,0.5,"alien_species"
132,0.5,"alien_species"
133,0.625,"alien_species"
134,1,"alien_species"
135,0.875,"alien_species"
136,0.5,"alien_species"
137,0.625,"alien_species"
138,0.625,"alien_species"
139,0.5,"alien_species"
221,0.597101835217476,"alien_species"
140,0.597101835217476,"alien_species"
143,0.5,"alien_species"
146,0.5,"alien_species"
161,0.5,"alien_species"
147,0.5,"alien_species"
149,0,"alien_species"
13,0,"alien_species"
151,0,"alien_species"
158,0,"alien_species"
152,0.5,"alien_species"
155,0.5,"alien_species"
12,0,"alien_species"
159,0,"alien_species"
150,0,"alien_species"
153,0.625058193252937,"alien_species"
154,0.625058193252937,"alien_species"
156,0.625058193252937,"alien_species"
162,0.625058193252937,"alien_species"
163,0.125,"alien_species"
164,0.625,"alien_species"
166,0.5,"alien_species"
167,0.5,"alien_species"
168,0.5,"alien_species"
169,0.710446162642445,"alien_species"
171,0.75,"alien_species"
172,0.75,"alien_species"
173,0.625,"alien_species"
174,0.875,"alien_species"
145,0.75,"alien_species"
175,0.75,"alien_species"
141,0.75,"alien_species"
176,0.625,"alien_species"
177,0.625,"alien_species"
178,0.75,"alien_species"
179,0.75,"alien_species"
228,0.625,"alien_species"
180,0.625,"alien_species"
227,0.625,"alien_species"
181,0.5,"alien_species"
182,0.75,"alien_species"
58,0.75,"alien_species"
57,0.625,"alien_species"
183,0.625,"alien_species"
55,0.625,"alien_species"
184,0.5,"alien_species"
185,0.5,"alien_species"
186,0.135762047040634,"alien_species"
187,0.625,"alien_species"
188,0.5,"alien_species"
189,1,"alien_species"
190,0.75,"alien_species"
191,0.75,"alien_species"
192,0.5,"alien_species"
193,0.5,"alien_species"
194,0.5,"alien_species"
195,0.5,"alien_species"
196,0.5,"alien_species"
197,0.625,"alien_species"
198,0.5,"alien_species"
199,0.5,"alien_species"
200,0.625,"alien_species"
202,0.5,"alien_species"
26,0.75,"alien_species"
203,0.75,"alien_species"
204,0.5,"alien_species"
205,0.5,"alien_species"
247,1,"alien_species"
206,1,"alien_species"
207,0.5,"alien_species"
208,0.5,"alien_species"
209,0.75,"alien_species"
210,0.625,"alien_species"
157,0.488378270686678,"alien_species"
212,0.488378270686678,"alien_species"
148,0.488378270686678,"alien_species"
213,0,"alien_species"
214,0.5,"alien_species"
215,0.5,"alien_species"
216,0.625,"alien_species"
218,0.625,"alien_species"
219,0.625,"alien_species"
222,0.5,"alien_species"
144,0.75,"alien_species"
223,0.75,"alien_species"
105,0.75,"alien_species"
224,1,"alien_species"
237,0.5,"alien_species"
231,0.5,"alien_species"
232,0.5,"alien_species"
1,0.838408,"cc_acid"
2,0.842749,"cc_acid"
3,0.951755,"cc_acid"
4,0.608251,"cc_acid"
5,0.925603,"cc_acid"
6,0.913574,"cc_acid"
7,0.860076,"cc_acid"
8,0.870706,"cc_acid"
9,0.846308,"cc_acid"
10,0.805897,"cc_acid"
11,0.84389,"cc_acid"
12,0.889946,"cc_acid"
13,0.870424,"cc_acid"
14,0.860321,"cc_acid"
15,0.87569,"cc_acid"
16,0.842065,"cc_acid"
17,0.84291,"cc_acid"
18,0.923565,"cc_acid"
19,0.850994,"cc_acid"
20,0.718739,"cc_acid"
21,0.671428,"cc_acid"
24,0.815465,"cc_acid"
25,0.821779,"cc_acid"
26,0.810245,"cc_acid"
28,0.835244,"cc_acid"
29,0.834459,"cc_acid"
30,0.831066,"cc_acid"
31,0.81796,"cc_acid"
32,0.885699,"cc_acid"
33,0.843685,"cc_acid"
34,0.867258,"cc_acid"
35,0.872488,"cc_acid"
36,0.846432,"cc_acid"
37,0.859505,"cc_acid"
38,0.842502,"cc_acid"
39,0.836173,"cc_acid"
40,0.829488,"cc_acid"
41,0.863673,"cc_acid"
42,0.87076,"cc_acid"
43,0.813829,"cc_acid"
44,0.817132,"cc_acid"
45,0.952628,"cc_acid"
46,0.921306,"cc_acid"
47,0.815786,"cc_acid"
48,0.801862,"cc_acid"
49,0.970982,"cc_acid"
50,0.971418,"cc_acid"
51,0.951337,"cc_acid"
52,0.969424,"cc_acid"
53,0.821573,"cc_acid"
54,0.974705,"cc_acid"
55,0.886135,"cc_acid"
56,0.865788,"cc_acid"
57,0.862096,"cc_acid"
58,0.852738,"cc_acid"
59,0.626603,"cc_acid"
60,0.818029,"cc_acid"
61,0.858286,"cc_acid"
62,0.853031,"cc_acid"
63,0.844156,"cc_acid"
64,0.849193,"cc_acid"
65,0.865644,"cc_acid"
66,0.864755,"cc_acid"
67,0.885633,"cc_acid"
68,0.874926,"cc_acid"
69,0.0219846,"cc_acid"
70,0.0177807,"cc_acid"
71,0.806046,"cc_acid"
72,0.806046,"cc_acid"
73,0.562285,"cc_acid"
74,0.905653,"cc_acid"
75,0.867649,"cc_acid"
76,0.8872,"cc_acid"
77,0.903013,"cc_acid"
78,0.90028,"cc_acid"
79,0.90946,"cc_acid"
80,0.878996,"cc_acid"
81,0.9039,"cc_acid"
82,0.856595,"cc_acid"
84,0.842514,"cc_acid"
85,0.820591,"cc_acid"
86,0.799242,"cc_acid"
88,0.72743,"cc_acid"
89,0.577757,"cc_acid"
90,0.628535,"cc_acid"
91,0.628394,"cc_acid"
92,0.823692,"cc_acid"
93,0.589026,"cc_acid"
94,0.544477,"cc_acid"
95,0.712085,"cc_acid"
96,0.855686,"cc_acid"
97,0.854677,"cc_acid"
98,0.868069,"cc_acid"
99,0.862914,"cc_acid"
100,0.759519,"cc_acid"
101,0.788587,"cc_acid"
102,0.872804,"cc_acid"
103,0.742315,"cc_acid"
104,0.760062,"cc_acid"
105,0.537658,"cc_acid"
106,0.861813,"cc_acid"
107,0.800843,"cc_acid"
108,0.903779,"cc_acid"
110,0.909628,"cc_acid"
111,0.928908,"cc_acid"
112,0.912297,"cc_acid"
113,0.917781,"cc_acid"
114,0.921264,"cc_acid"
115,0.923052,"cc_acid"
116,0.923104,"cc_acid"
117,0.935077,"cc_acid"
118,0.925172,"cc_acid"
119,0.8982,"cc_acid"
120,0.916984,"cc_acid"
121,0.885082,"cc_acid"
122,0.901065,"cc_acid"
123,0.892311,"cc_acid"
124,0.90128,"cc_acid"
125,0.885513,"cc_acid"
126,0.884918,"cc_acid"
127,0.893457,"cc_acid"
129,0.770606,"cc_acid"
130,0.717001,"cc_acid"
131,0.869331,"cc_acid"
132,0.791116,"cc_acid"
133,0.908795,"cc_acid"
134,0.767229,"cc_acid"
135,0.812628,"cc_acid"
136,0.756991,"cc_acid"
137,0.662759,"cc_acid"
138,0.739496,"cc_acid"
139,0.902215,"cc_acid"
140,0.903474,"cc_acid"
141,0.854174,"cc_acid"
143,0.778233,"cc_acid"
144,0.794488,"cc_acid"
145,0.664774,"cc_acid"
146,0.8879,"cc_acid"
147,0.894235,"cc_acid"
148,0.770306,"cc_acid"
149,0.719207,"cc_acid"
150,0.805583,"cc_acid"
151,0.892979,"cc_acid"
152,0.89764,"cc_acid"
153,0.867343,"cc_acid"
154,0.908361,"cc_acid"
155,0.913088,"cc_acid"
156,0.880354,"cc_acid"
157,0.792365,"cc_acid"
158,0.775916,"cc_acid"
159,0.874301,"cc_acid"
161,0.897165,"cc_acid"
162,0.792838,"cc_acid"
163,0.721201,"cc_acid"
164,0.886045,"cc_acid"
166,0.911889,"cc_acid"
167,0.884479,"cc_acid"
168,0.913926,"cc_acid"
169,0.894287,"cc_acid"
171,0.841321,"cc_acid"
172,0.734398,"cc_acid"
173,0.73952,"cc_acid"
174,0.0135662,"cc_acid"
175,0.434347,"cc_acid"
176,0.473045,"cc_acid"
177,0.742201,"cc_acid"
178,0.0298049,"cc_acid"
179,0.816922,"cc_acid"
180,0.808779,"cc_acid"
181,0.827368,"cc_acid"
182,0.839148,"cc_acid"
183,0.853276,"cc_acid"
184,0.857989,"cc_acid"
185,0.840381,"cc_acid"
186,0.85966,"cc_acid"
187,0.839875,"cc_acid"
188,0.839869,"cc_acid"
189,0.0219796,"cc_acid"
190,0.97149,"cc_acid"
191,0.919724,"cc_acid"
192,0.948201,"cc_acid"
193,0.869079,"cc_acid"
194,0.862779,"cc_acid"
195,0.864242,"cc_acid"
196,0.808014,"cc_acid"
197,0.64746,"cc_acid"
198,0.754646,"cc_acid"
199,0.784464,"cc_acid"
200,0.811707,"cc_acid"
202,0.817036,"cc_acid"
203,0.81962,"cc_acid"
204,0.786202,"cc_acid"
205,0.79511,"cc_acid"
206,0.835809,"cc_acid"
207,0.839135,"cc_acid"
208,0.839869,"cc_acid"
209,0.748595,"cc_acid"
210,0.854445,"cc_acid"
212,0.808076,"cc_acid"
213,0.513957,"cc_acid"
214,0.923517,"cc_acid"
215,0.969101,"cc_acid"
216,0.848495,"cc_acid"
218,0.503129,"cc_acid"
219,0.59549,"cc_acid"
220,0.908011,"cc_acid"
221,0.910011,"cc_acid"
222,0.0522632,"cc_acid"
223,0.772648,"cc_acid"
224,0.749518,"cc_acid"
227,0.712589,"cc_acid"
228,0.712589,"cc_acid"
231,0.873935,"cc_acid"
232,0.851002,"cc_acid"
237,0.873203,"cc_acid"
244,0.912861,"cc_acid"
245,0.91643,"cc_acid"
247,0.841401,"cc_acid"
248,0.903853,"cc_acid"
249,0.904354,"cc_acid"
250,0.907148,"cc_acid"
255,0.810614,"cc_acid"
260,0.537472,"cc_acid"
261,0.852642,"cc_acid"
262,0.829478,"cc_acid"
263,0.926457,"cc_acid"
264,0.868696,"cc_acid"
265,,"cc_acid"
266,0.817731,"cc_acid"
267,0.764027,"cc_acid"
268,0.543748,"cc_acid"
269,0.846791,"cc_acid"
270,0.776382,"cc_acid"
271,0.538215,"cc_acid"
272,0.815785,"cc_acid"
273,0.695389,"cc_acid"
274,0.856345,"cc_acid"
275,0.807206,"cc_acid"
276,0.761963,"cc_acid"
277,0.716681,"cc_acid"
278,0.527712,"cc_acid"
1,0.000389363926808016,"cc_slr"
2,0.000472396166134185,"cc_slr"
3,0.00017649956433343,"cc_slr"
4,0.000373726401394133,"cc_slr"
5,0.000367066511762997,"cc_slr"
6,0.000540365959918675,"cc_slr"
7,0.00075020621550973,"cc_slr"
8,0.000825506825442928,"cc_slr"
9,0.000766209700842289,"cc_slr"
10,0.000440017426662794,"cc_slr"
11,0.000564446703456288,"cc_slr"
12,9.82590763868719e-05,"cc_slr"
13,0.000452248039500436,"cc_slr"
14,0.000362901539355213,"cc_slr"
15,0.000613749636944525,"cc_slr"
16,0.000462355503920999,"cc_slr"
17,0.000626758640720302,"cc_slr"
18,0.000531748475167006,"cc_slr"
19,0.00039402846354923,"cc_slr"
20,0.000237443799012489,"cc_slr"
21,0.000255991286668603,"cc_slr"
24,0.000350302062155097,"cc_slr"
25,0.00034820505373221,"cc_slr"
26,0.00033600058088876,"cc_slr"
28,0.000276752831832704,"cc_slr"
29,0.000331748475167005,"cc_slr"
30,0.000307731629392971,"cc_slr"
31,0.000218194888178914,"cc_slr"
32,0.000537107173976184,"cc_slr"
33,0.000270965146674412,"cc_slr"
34,0.000273848678478071,"cc_slr"
35,0.000327078129538193,"cc_slr"
36,0.000413950043566657,"cc_slr"
37,0.000391350566366541,"cc_slr"
38,0.000323290734824281,"cc_slr"
39,0.000248194307290154,"cc_slr"
40,0.000246624164972408,"cc_slr"
41,0.000306741214057508,"cc_slr"
42,0.000434342143479524,"cc_slr"
43,0.000232319779262271,"cc_slr"
44,0.000226298867266918,"cc_slr"
45,0.000108830961370897,"cc_slr"
46,0.000216600929422016,"cc_slr"
47,0.000171512053441766,"cc_slr"
48,0.000173552715654952,"cc_slr"
49,0.000114112111530642,"cc_slr"
50,0.000149437409236131,"cc_slr"
51,5.71417368573918e-05,"cc_slr"
52,0.000142898634911414,"cc_slr"
53,0.000161024106883532,"cc_slr"
54,0.000166124019750218,"cc_slr"
55,0.000152851292477491,"cc_slr"
56,0.000247711298286378,"cc_slr"
57,0.000209887017136218,"cc_slr"
58,0.00021308916642463,"cc_slr"
59,0.000235740052279988,"cc_slr"
60,0.000193613418530351,"cc_slr"
61,0.000176546035434214,"cc_slr"
62,0.000196925065349985,"cc_slr"
63,0.00023702991577113,"cc_slr"
64,0.000191460644786523,"cc_slr"
65,0.000218121115306419,"cc_slr"
66,0.000207626778971827,"cc_slr"
67,0.000158925936683125,"cc_slr"
68,5.13958756898054e-05,"cc_slr"
69,0.000343011908219576,"cc_slr"
70,0.000367629973860006,"cc_slr"
71,0.000203808597153645,"cc_slr"
72,0.000252355794365379,"cc_slr"
73,0.000118364507696776,"cc_slr"
74,0.000263139994191112,"cc_slr"
75,0.000210846645367412,"cc_slr"
76,0.000228115306418821,"cc_slr"
77,0.000315402265466163,"cc_slr"
78,0.000251690095846645,"cc_slr"
79,0.000219451060121987,"cc_slr"
80,0.0002017644496079,"cc_slr"
81,0.000289433633459193,"cc_slr"
82,0.000198761835608481,"cc_slr"
84,0.000160894568690096,"cc_slr"
85,0.000191065640429858,"cc_slr"
86,0.000171423758350276,"cc_slr"
88,0.00031782457159454,"cc_slr"
89,0.000251805111821086,"cc_slr"
90,0.000101893697356956,"cc_slr"
91,0.000214187046180656,"cc_slr"
92,0.000352349695033401,"cc_slr"
93,0.000414493174557072,"cc_slr"
94,0.00038697066511763,"cc_slr"
95,0.000227696776067383,"cc_slr"
96,0.000287844612256753,"cc_slr"
97,0.000302480395004357,"cc_slr"
98,0.000285371187917514,"cc_slr"
99,0.000279092651757188,"cc_slr"
100,0.000257639268080163,"cc_slr"
101,0.00026602933488237,"cc_slr"
102,0.000254037757769387,"cc_slr"
103,0.000273855649143189,"cc_slr"
104,0.000247708684286959,"cc_slr"
105,0.00031476328783038,"cc_slr"
106,0.000278138541969213,"cc_slr"
107,5.43223932616904e-05,"cc_slr"
108,6.86357827476038e-05,"cc_slr"
110,1.62661632297415e-05,"cc_slr"
111,7.73296543711879e-05,"cc_slr"
112,1.48063026430439e-05,"cc_slr"
113,2.31814986930003e-05,"cc_slr"
114,6.3408945686901e-05,"cc_slr"
115,0.000140157420853906,"cc_slr"
116,0.000192057217542841,"cc_slr"
117,0.000248985187336625,"cc_slr"
118,0.000250865524252106,"cc_slr"
119,0.000222547778100494,"cc_slr"
120,0.000255865524252106,"cc_slr"
121,0.000210126924194017,"cc_slr"
122,0.000220076677316294,"cc_slr"
123,0.000183828347371478,"cc_slr"
124,0.000197079291315713,"cc_slr"
125,0.000251424048794656,"cc_slr"
126,0.000290453093232646,"cc_slr"
127,0.000236446993900668,"cc_slr"
129,0.00013664827185594,"cc_slr"
130,1.30241068835318e-05,"cc_slr"
131,6.61948881789137e-05,"cc_slr"
132,0.00014185361603253,"cc_slr"
133,0.000135580888759802,"cc_slr"
134,0.000106664536741214,"cc_slr"
135,5.2455997676445e-05,"cc_slr"
136,0.000147158873075806,"cc_slr"
137,1.38859715364508e-05,"cc_slr"
138,2.62049956433343e-05,"cc_slr"
139,0.000247539064769097,"cc_slr"
140,0.000230084519314551,"cc_slr"
141,0.000214954400232356,"cc_slr"
143,0.000209406041243102,"cc_slr"
144,0.000198811792041824,"cc_slr"
145,0.000226935521347662,"cc_slr"
146,0.00018273598605867,"cc_slr"
147,0.000202752541388324,"cc_slr"
148,2.46679639848969e-05,"cc_slr"
149,5.51248910833575e-06,"cc_slr"
150,8.18812082486204e-05,"cc_slr"
151,0.000321007841998257,"cc_slr"
152,0.000387879756026721,"cc_slr"
153,0.000297188498402556,"cc_slr"
154,0.000489128666860296,"cc_slr"
155,0.000512346790589602,"cc_slr"
156,0.000247032529770549,"cc_slr"
157,0.00012552831832704,"cc_slr"
158,0.000120132152192855,"cc_slr"
159,0.000193174266627941,"cc_slr"
161,0.000470516990996224,"cc_slr"
162,0.000371684577403427,"cc_slr"
163,6.93740923613128e-05,"cc_slr"
164,0.000118189950624455,"cc_slr"
166,6.52079581760093e-06,"cc_slr"
167,0.000323212314841708,"cc_slr"
168,0.000329909962242231,"cc_slr"
169,0.000328303804821377,"cc_slr"
171,0.000224663665408074,"cc_slr"
172,0.000237131280859715,"cc_slr"
173,0.000345599767644496,"cc_slr"
174,0.000411225675283183,"cc_slr"
175,0.000254539936102236,"cc_slr"
176,0.000268194016845774,"cc_slr"
177,0.000218302062155097,"cc_slr"
178,0.00032200116177752,"cc_slr"
179,0.000131642172523962,"cc_slr"
180,0.00018726401394133,"cc_slr"
181,0.000231591054313099,"cc_slr"
182,0.000146575370316584,"cc_slr"
183,0.000182943072901539,"cc_slr"
184,0.000151389485913448,"cc_slr"
185,0.000165221318617485,"cc_slr"
186,0.000253561138541969,"cc_slr"
187,0.000290888759802498,"cc_slr"
188,0.00029252977054894,"cc_slr"
189,0.000314673250072611,"cc_slr"
190,0.000105516700551844,"cc_slr"
191,0.000166637815858263,"cc_slr"
192,8.98884693581179e-05,"cc_slr"
193,0.000231438280569271,"cc_slr"
194,0.000247925355794365,"cc_slr"
195,0.000285041243101946,"cc_slr"
196,0.000276155678187627,"cc_slr"
197,0.000243279697937845,"cc_slr"
198,0.000267308742375835,"cc_slr"
199,0.000272950043566657,"cc_slr"
200,0.000254070577984316,"cc_slr"
202,0.000237537902991577,"cc_slr"
203,0.000241391809468487,"cc_slr"
204,0.000286749346500145,"cc_slr"
205,0.000308608771420273,"cc_slr"
206,0.000426218414173686,"cc_slr"
207,0.000360011617775196,"cc_slr"
208,0.000425901829799593,"cc_slr"
209,0.00028688120824862,"cc_slr"
210,0.000223825733372059,"cc_slr"
212,0.000266132442637235,"cc_slr"
213,0.000296273598605867,"cc_slr"
214,0.000248166715074063,"cc_slr"
215,0.000260355503920999,"cc_slr"
216,0.000529622422306128,"cc_slr"
218,0.000198219285506825,"cc_slr"
219,0.000286231484170781,"cc_slr"
220,0.000236771710717398,"cc_slr"
221,0.000234888759802498,"cc_slr"
222,0.000350188788846936,"cc_slr"
223,0.0001683540516991,"cc_slr"
224,0.00010688091780424,"cc_slr"
227,0.000154474586116759,"cc_slr"
228,9.34856230031949e-05,"cc_slr"
231,0.000559741504501888,"cc_slr"
232,0.000258975021783328,"cc_slr"
237,0.000476482718559396,"cc_slr"
244,0.000223333720592507,"cc_slr"
245,0.000262960209119954,"cc_slr"
247,0.00045038338658147,"cc_slr"
248,0.000209555910543131,"cc_slr"
249,0.000223231193726401,"cc_slr"
250,0.000215632297415045,"cc_slr"
255,0.000357115887307581,"cc_slr"
260,5.35837932036015e-05,"cc_slr"
261,5.02962532674993e-05,"cc_slr"
262,0.000184307290153936,"cc_slr"
263,0.000180113563752541,"cc_slr"
264,0.000249623003194888,"cc_slr"
265,,"cc_slr"
266,0.000289752541388324,"cc_slr"
267,0.000267287830380482,"cc_slr"
268,0.000264286668602963,"cc_slr"
269,0.000327025849549811,"cc_slr"
270,0.000374490270113273,"cc_slr"
271,0.000264212024397328,"cc_slr"
272,0.000289476909671798,"cc_slr"
273,0.000105167295962823,"cc_slr"
274,0.000448945686900958,"cc_slr"
275,4.98315422596573e-05,"cc_slr"
276,0.00031749927388905,"cc_slr"
277,7.35724658727854e-05,"cc_slr"
278,0.000129068544873657,"cc_slr"
1,0.0864500637450822,"cc_sst"
2,0.27242458135515,"cc_sst"
3,0.233884226416275,"cc_sst"
4,0.0425732677371669,"cc_sst"
5,0.283432535802836,"cc_sst"
6,0.385287009299743,"cc_sst"
7,0.260792472605258,"cc_sst"
8,0.277635252985851,"cc_sst"
9,0.205914605054242,"cc_sst"
10,0.170290098785324,"cc_sst"
11,0.221451197860042,"cc_sst"
12,0.277363065395415,"cc_sst"
13,0.35404566181474,"cc_sst"
14,0.417175975534403,"cc_sst"
15,0.382053608440944,"cc_sst"
16,0.313341102672601,"cc_sst"
17,0.325680273439028,"cc_sst"
18,0.453255692083878,"cc_sst"
19,0.181951929168655,"cc_sst"
20,0.409364660977842,"cc_sst"
21,0.413130704793787,"cc_sst"
24,0.273780826417839,"cc_sst"
25,0.3825088187215,"cc_sst"
26,0.357386999131815,"cc_sst"
28,0.239328760373241,"cc_sst"
29,0.151313617983153,"cc_sst"
30,0.18552478236725,"cc_sst"
31,0.25634752410972,"cc_sst"
32,0.538056205173128,"cc_sst"
33,0.259815569443032,"cc_sst"
34,0.324287267408665,"cc_sst"
35,0.298122062055642,"cc_sst"
36,0.276210961025553,"cc_sst"
37,0.376516780990669,"cc_sst"
38,0.30496038419122,"cc_sst"
39,0.297658248144353,"cc_sst"
40,0.361875747929262,"cc_sst"
41,0.387562278554277,"cc_sst"
42,0.331108382282778,"cc_sst"
43,0.352680813121319,"cc_sst"
44,0.404451987829773,"cc_sst"
45,0.370680390761265,"cc_sst"
46,0.381660970020258,"cc_sst"
47,0.401450885000743,"cc_sst"
48,0.465627713076737,"cc_sst"
49,0.45563342275895,"cc_sst"
50,0.447030574175029,"cc_sst"
51,0.375735414890538,"cc_sst"
52,0.391221950208443,"cc_sst"
53,0.505338943943435,"cc_sst"
54,0.427452621369854,"cc_sst"
55,0.499278859314994,"cc_sst"
56,0.761697418128632,"cc_sst"
57,0.452700366827528,"cc_sst"
58,0.565468154834067,"cc_sst"
59,0.503840347899541,"cc_sst"
60,0.358087803962363,"cc_sst"
61,0.536864211242599,"cc_sst"
62,0.508384629222623,"cc_sst"
63,0.634941690848083,"cc_sst"
64,0.697455671748023,"cc_sst"
65,0.637250592477298,"cc_sst"
66,0.677414687179808,"cc_sst"
67,0.578044316519753,"cc_sst"
68,0.522883311302824,"cc_sst"
69,0.613518650324983,"cc_sst"
70,0.549623395618405,"cc_sst"
71,0.666833003527489,"cc_sst"
72,0.644377527316528,"cc_sst"
73,0.235155999468139,"cc_sst"
74,0.591220385911946,"cc_sst"
75,0.622965436868904,"cc_sst"
76,0.622975604796133,"cc_sst"
77,0.602847801772348,"cc_sst"
78,0.686954549365287,"cc_sst"
79,0.736825885978428,"cc_sst"
80,0.519434037527473,"cc_sst"
81,0.612779520230264,"cc_sst"
82,0.287514567511126,"cc_sst"
84,0.414486167708227,"cc_sst"
85,0.529012224977122,"cc_sst"
86,0.289103110603584,"cc_sst"
88,0.429100607729189,"cc_sst"
89,0.190027609833168,"cc_sst"
90,0.0356310763142046,"cc_sst"
91,0.00708169538454319,"cc_sst"
92,0.118572110157759,"cc_sst"
93,0,"cc_sst"
94,0.0924147262872205,"cc_sst"
95,0.134283904171197,"cc_sst"
96,0.568365231946063,"cc_sst"
97,0.47896725145284,"cc_sst"
98,0.530912063072435,"cc_sst"
99,0.54538962714993,"cc_sst"
100,0.267780185056276,"cc_sst"
101,0.300639797267174,"cc_sst"
102,0.280478361868709,"cc_sst"
103,0.37950771589247,"cc_sst"
104,0.309901996824478,"cc_sst"
105,0.00435552548630067,"cc_sst"
106,0.539341274745215,"cc_sst"
107,0.263165510390839,"cc_sst"
108,0.257858634525588,"cc_sst"
110,0.276074867230335,"cc_sst"
111,0.443635268628816,"cc_sst"
112,0.351552955347156,"cc_sst"
113,0.502584217812644,"cc_sst"
114,0.707072966610091,"cc_sst"
115,0.728142476124925,"cc_sst"
116,0.783211969996793,"cc_sst"
117,0.705960751800896,"cc_sst"
118,0.788538399568254,"cc_sst"
119,0.830993406490266,"cc_sst"
120,0.847684450110674,"cc_sst"
121,0.882505690128507,"cc_sst"
122,0.89169593204696,"cc_sst"
123,0.904617021110181,"cc_sst"
124,0.909090909090909,"cc_sst"
125,0.86787951788382,"cc_sst"
126,0.884023057730362,"cc_sst"
127,0.889310379889404,"cc_sst"
129,0.163930451377754,"cc_sst"
130,0,"cc_sst"
131,0.406865697324271,"cc_sst"
132,0.365308596591398,"cc_sst"
133,0.564405997512769,"cc_sst"
134,0.141176194535912,"cc_sst"
135,0.162793207824611,"cc_sst"
136,0.172895434600674,"cc_sst"
137,0,"cc_sst"
138,0,"cc_sst"
139,0.815499049689878,"cc_sst"
140,0.898148655096087,"cc_sst"
141,0.736693702924452,"cc_sst"
143,0.820942801498596,"cc_sst"
144,0.522859064707125,"cc_sst"
145,0.502243983324599,"cc_sst"
146,0.00300486496210492,"cc_sst"
147,0.155871195826457,"cc_sst"
148,0,"cc_sst"
149,0,"cc_sst"
150,0.0909599305452355,"cc_sst"
151,0.295070901738716,"cc_sst"
152,0.329899181090784,"cc_sst"
153,0.288435155999468,"cc_sst"
154,0.456339702627236,"cc_sst"
155,0.482013718880277,"cc_sst"
156,0.217470063275793,"cc_sst"
157,0.100648400897906,"cc_sst"
158,0.18213260541403,"cc_sst"
159,0.232105621299461,"cc_sst"
